id,is_delayed
1,0.299770892
3,0.215883702
5,0.568850696
6,0.548836112
11,0.505554438
13,0.268110335
15,0.272679895
17,0.517969191
18,0.37202841
19,0.264624804
20,0.565014422
25,0.247758254
26,0.343542486
30,0.531388402
32,0.459737003
34,0.213230193
36,0.498121768
40,0.37487942
41,0.284810275
42,0.341666132
43,0.517288387
45,0.47635898
46,0.278504878
47,0.498506814
49,0.591236889
50,0.520027995
52,0.497188956
55,0.303942651
56,0.128172576
57,0.35753271
58,0.27148211
59,0.259639651
62,0.402180374
65,0.640285671
68,0.43926847
69,0.050525896
70,0.133590043
75,0.25037235
76,0.172316462
77,0.388533354
81,0.251286983
82,0.529996216
84,0.236241788
86,0.384245247
89,0.064719431
90,0.233725339
91,0.372838795
92,0.254588157
93,0.561313093
94,0.523202777
95,0.165290833
96,0.415818602
99,0.50989455
101,0.242476761
102,0.442324817
103,0.198427111
106,0.319599271
109,0.458353907
111,0.138769537
113,0.283017874
116,0.36827594
119,0.497353286
120,0.111633532
121,0.326738209
125,0.39472574
128,0.168916047
132,0.311370045
133,0.125072658
139,0.251499802
141,0.458209723
143,0.43660596
148,0.278398275
153,0.285563469
154,0.004121266
157,0.180608124
158,0.282110453
159,0.231973201
160,0.209463552
161,0.557867169
162,0.465980917
164,0.573631883
168,0.110803388
169,0.052582823
170,0.127450317
171,0.407801658
173,0.169017643
174,0.171614379
175,0.57994926
179,0.592776597
180,0.502852738
182,0.507901192
184,0.450925767
186,0.214288682
187,0.496306509
190,0.330515146
191,0.430623174
193,0.487428546
194,0.191848546
196,0.573498428
197,0.411648482
198,0.459955156
199,0.317180872
201,0.229955941
202,0.277912796
204,0.376860738
206,0.210157841
209,0.641226828
210,0.388212621
213,0.349179417
214,0.5129776
216,0.372686028
217,0.21269542
218,0.331140608
219,0.3593615
220,0.410721332
221,0.094461016
222,0.548140407
223,0.110458352
224,0.288016498
226,0.555705607
228,0.303079426
233,0.24345547
234,0.370426804
235,0.34401989
236,0.374094605
237,0.365606844
238,0.354166597
239,0.210338682
241,0.544223845
242,0.642699301
243,0.50777179
245,0.639768362
247,0.05525171
248,0.255729169
250,0.301135987
253,0.61841923
256,0.514862537
257,0.39791131
259,0.30926317
260,0.205845028
261,0.639229417
262,0.62480092
266,0.744263709
268,0.391833097
271,0.462713301
274,0.262706339
275,0.605875969
276,0.27891776
280,0.323701531
282,0.245870799
283,0.422245383
284,0.258042097
285,0.649307072
287,0.409781575
290,0.230700314
292,0.384542018
293,0.21584931
297,0.555942953
298,0.350286841
299,0.330135137
301,0.46000126
302,0.521658421
304,0.273986429
306,0.142284095
307,0.360140026
309,0.350583553
314,0.476211071
322,0.406038642
323,0.676637471
324,0.182761163
325,0.450445563
326,0.407454312
327,0.540639758
328,0.192793757
331,0.13871029
333,0.180913121
335,0.393202752
337,0.585607469
338,0.354349077
341,0.383049309
343,0.494905889
345,0.523588777
347,0.336965024
348,0.481042206
349,0.337265015
350,0.071378462
354,0.277330965
357,0.399181634
360,0.308950871
361,0.27667129
362,0.205418497
364,0.311464787
366,0.442029655
369,0.164446145
373,0.409472853
377,0.410265416
378,0.339512497
379,0.612820625
381,0.263472617
382,0.321736336
383,0.21902132
387,0.689033866
391,0.480650991
392,0.662340999
396,0.630829811
403,0.481052637
405,0.45126012
406,0.197596028
409,0.290421009
410,0.219622076
411,0.638601482
413,0.464213282
414,0.53505969
416,0.348236024
418,0.453343809
419,0.180177063
420,0.36011073
424,0.358286709
429,0.393801242
430,0.59038949
433,0.414180696
436,0.194989324
437,0.230258793
438,0.384759873
439,0.533269823
440,0.334613711
441,0.49449566
442,0.506842911
443,0.370176643
448,0.65448004
450,0.232482582
453,0.348136008
454,0.444473267
455,0.524332881
456,0.427781343
457,0.13049078
458,0.49661532
460,0.422910184
461,0.430126965
462,0.146816134
463,0.139448285
464,0.330772012
466,0.260827422
467,0.22811237
468,0.327531368
469,0.498608172
470,0.440496176
472,0.010187097
473,0.571183503
475,0.467881888
476,0.232117489
477,0.235946059
478,0.435642987
479,0.3540169
481,0.299989045
485,0.391418487
489,0.417964548
490,0.12731418
492,0.47775808
494,0.650236964
497,0.35392803
498,0.305758834
500,0.225892097
501,0.445525914
502,0.485150367
503,0.329184502
504,0.166526794
505,0.143345356
507,0.404150814
508,0.442023098
509,0.36925292
513,0.54998225
515,0.260297775
516,0.200752452
518,0.53164351
519,0.352947265
522,0.542714238
523,0.446366459
524,0.263325721
527,0.409813046
532,0.430416018
534,0.472980767
536,0.530832708
538,0.362212837
543,0.613376796
550,0.422218412
551,0.179100156
555,0.340594858
556,0.526413679
558,0.511126816
559,0.218822837
562,0.336916
565,0.307466418
566,0.15360713
568,0.667642891
570,0.402742237
571,0.550416529
572,0.321543753
573,0.407676369
575,0.183661744
578,0.200276852
579,0.654064178
580,0.502721429
581,0.488684416
582,0.170128524
583,0.255189538
585,0.242910534
587,0.422797352
589,0.152410507
590,0.577304125
591,0.281599134
593,0.318948001
594,0.020361714
595,0.092107408
597,0.053058468
601,0.409080327
